1,6.4640,641.6190,train
2,5.6454,282.9900,train
3,5.8107,333.8383,train
4,5.4403,230.5005,train
5,5.3759,216.1412,train
6,5.3129,202.9320,train
7,5.2701,194.4309,train
8,5.2432,189.2676,train
9,5.2173,184.4365,train
10,5.1645,174.9426,train
11,5.1182,167.0400,train
12,5.0965,163.4496,train
13,5.0623,157.9466,train
14,4.9756,144.8409,train
15,4.9485,140.9589,train
16,4.8856,132.3658,train
17,4.8472,127.3839,train
18,4.8534,128.1818,train
19,4.7641,117.2264,train
20,4.7393,114.3557,train
21,4.7150,111.6101,train
22,4.7000,109.9520,train
23,4.6741,107.1318,train
24,4.6518,104.7756,train
25,4.6557,105.1822,train
26,4.6467,104.2355,train
27,4.6521,104.8002,train
28,4.6591,105.5454,train
29,4.6577,105.3965,train
30,4.6575,105.3723,train
31,4.6574,105.3601,train
32,4.6574,105.3592,train
33,4.6574,105.3594,train
34,4.6574,105.3593,train
35,4.6574,105.3593,train
36,4.6574,105.3593,train
37,4.6574,105.3593,train
38,4.6574,105.3593,train
39,4.6574,105.3593,train
40,4.6574,105.3593,train
41,4.6860,108.4203,test
