1,6.1787,482.3727,train
2,5.6867,294.9255,train
3,5.4431,231.1657,train
4,5.1360,170.0290,train
5,5.0576,157.2120,train
6,5.0199,151.3933,train
7,4.8080,122.4810,train
8,4.9538,141.7149,train
9,4.5811,97.6185,train
10,4.5197,91.8110,train
11,4.4678,87.1638,train
12,4.4288,83.8330,train
13,4.3525,77.6749,train
14,4.3025,73.8870,train
15,4.2684,71.4051,train
16,4.2145,67.6594,train
17,4.1363,62.5684,train
18,4.0947,60.0217,train
19,4.0847,59.4263,train
20,4.0524,57.5341,train
21,3.9918,54.1502,train
22,3.9227,50.5356,train
23,3.8846,48.6469,train
24,3.8315,46.1320,train
25,3.8325,46.1772,train
26,3.7377,42.0026,train
27,3.7206,41.2896,train
28,3.7069,40.7271,train
29,3.6992,40.4155,train
30,3.6894,40.0203,train
31,3.6629,38.9760,train
32,3.6535,38.6113,train
33,3.6336,37.8481,train
34,3.6300,37.7118,train
35,3.6284,37.6525,train
36,3.6026,36.6932,train
37,3.5931,36.3457,train
38,3.5890,36.1996,train
39,3.5856,36.0747,train
40,3.5692,35.4868,train
41,3.5911,36.2736,test
