1,6.3150,552.8008,train
2,5.8005,330.4593,train
3,5.8167,335.8644,train
4,5.7393,310.8475,train
5,5.6969,297.9511,train
6,5.6799,292.9244,train
7,5.6570,286.2796,train
8,5.6120,273.7039,train
9,5.5779,264.5247,train
10,5.5384,254.2613,train
11,5.5321,252.6620,train
12,5.4971,243.9920,train
13,5.4366,229.6565,train
14,5.4293,227.9811,train
15,5.3741,215.7421,train
16,5.3849,218.0874,train
17,5.3603,212.7892,train
18,5.3606,212.8618,train
19,5.3579,212.2782,train
20,5.3573,212.1453,train
21,5.3542,211.5005,train
22,5.3523,211.0901,train
23,5.3495,210.5131,train
24,5.3470,209.9697,train
25,5.3461,209.7890,train
26,5.3469,209.9475,train
27,5.3454,209.6428,train
28,5.3442,209.3982,train
29,5.3445,209.4443,train
30,5.3445,209.4518,train
31,5.3445,209.4555,train
32,5.3445,209.4529,train
33,5.3445,209.4521,train
34,5.3445,209.4523,train
35,5.3445,209.4523,train
36,5.3445,209.4523,train
37,5.3445,209.4523,train
38,5.3445,209.4523,train
39,5.3445,209.4523,train
40,5.3445,209.4523,train
41,5.3471,210.0068,test
